Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
cgroup_rstat_updated,1.621199,0.0,35.0,0.0,17.5,35.0,0.0,1728051840,1632048960,0,0,0,0,7.000000,vmlinux,cgroup_rstat_updated,[Unknown],0xffffffffa7f515c0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",1.621199,24.9,68.8,0.0,0.0,0.0,0.0,2208066240,0,0,48003360,0,0,30.500000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41f9f2
tcache_put,1.595051,-0.0,0.0,0.0,0.0,0.0,0.0,432012960,1104033120,0,0,0,0,11.500000,libc-2.29.so,tcache_put,malloc.c,0x96c61
pick_next_entity,1.542754,-0.0,0.0,0.0,0.0,0.0,0.0,4992149760,816024480,0,0,0,0,7.000000,vmlinux,pick_next_entity,[Unknown],0xffffffffa7ecee90
native_queued_spin_lock_slowpath,1.516606,100.0,0.0,0.0,39.5,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,native_queued_spin_lock_slowpath,[Unknown],0xffffffffa7ef1320
__activate_page,1.490457,0.0,38.1,0.0,0.0,0.0,0.0,624018720,336010080,0,0,0,0,7.500000,vmlinux,__activate_page,[Unknown],0xffffffffa80196d0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",1.490457,-0.0,0.0,0.0,0.0,0.0,0.0,0,2352070560,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa1b
get_mem_cgroup_from_mm,1.464309,79.5,82.0,0.0,0.0,0.0,0.0,288008640,144004320,0,0,0,0,11.000000,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffffa809b5c0
_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather,1.438161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,libiomp5.so,"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*)",kmp_barrier.cpp,0x62b80
__cgroup_account_cputime_field,1.412012,100.0,0.0,0.0,100.0,42.7,0.0,48001440,0,0,0,0,0,0.0,vmlinux,__cgroup_account_cputime_field,[Unknown],0xffffffffa7f51b50
__fget,1.412012,0.0,53.3,0.0,0.0,0.0,0.0,576017280,432012960,0,0,0,0,11.333333,vmlinux,__fget,[Unknown],0xffffffffa80d7b60
hrtimer_active,1.385864,100.0,0.0,,26.0,,0.0,96002880,0,0,0,0,0,0.0,vmlinux,hrtimer_active,[Unknown],0xffffffffa7f22c80
interrupt_entry,1.359716,39.6,0.0,20.1,40.3,0.0,0.0,48001440,192005760,0,0,0,0,0.0,vmlinux,interrupt_entry,[Unknown],0xffffffffa8a00880
update_cfs_group,1.359716,72.7,54.7,0.0,27.3,0.0,0.0,96002880,96002880,0,0,0,0,0.0,vmlinux,update_cfs_group,[Unknown],0xffffffffa7ed3380
__gnu_cxx::new_allocator<double>::allocate,1.202825,0.0,47.4,0.0,0.0,0.0,0.0,864025920,3216096480,0,0,0,0,12.333333,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x4334b9
clear_subpage,1.098232,74.6,0.0,0.0,0.0,0.0,100.0,240007200,0,0,0,0,0,0.0,vmlinux,clear_subpage,[Unknown],0xffffffffa8043800
copy_page_to_iter,1.098232,78.7,42.7,0.0,0.0,0.0,0.0,432012960,96002880,0,0,0,0,7.200000,vmlinux,copy_page_to_iter,[Unknown],0xffffffffa82ea050
release_pages,1.098232,60.0,44.4,0.0,0.0,0.0,0.0,240007200,192005760,0,0,0,0,6.500000,vmlinux,release_pages,[Unknown],0xffffffffa801a650
_raw_spin_lock_irq,1.072083,0.0,0.0,46.4,0.0,0.0,0.0,0,288008640,0,0,0,0,0.0,vmlinux,_raw_spin_lock_irq,[Unknown],0xffffffffa8850590
ksoftirqd_running,1.072083,15.9,76.2,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,ksoftirqd_running,[Unknown],0xffffffffa7e9c6e0
_cond_resched,1.045935,1.2,39.5,0.0,0.0,0.0,0.0,528015840,288008640,0,0,0,0,7.250000,vmlinux,_cond_resched,[Unknown],0xffffffffa884b1c0
rcu_all_qs,1.045935,7.2,0.0,0.0,0.0,0.0,46.4,0,576017280,0,0,0,0,16.666667,vmlinux,rcu_all_qs,[Unknown],0xffffffffa7f121e0
std::istream::read,0.993638,33.3,59.3,0.0,0.0,0.0,0.0,336010080,288008640,0,0,0,0,10.500000,libstdc++.so.6.0.26,"std::istream::read(char*, long)",[Unknown],0x1110e0
workingset_activation,0.993638,100.0,48.5,48.5,0.0,0.0,0.0,240007200,48001440,0,0,0,0,16.000000,vmlinux,workingset_activation,[Unknown],0xffffffffa803fde0
yield_task_fair,0.993638,70.4,29.6,0.0,0.0,0.0,0.0,720021600,96002880,0,0,0,0,7.000000,vmlinux,yield_task_fair,[Unknown],0xffffffffa7ed3560
_raw_spin_lock_irqsave,0.967490,40.7,39.5,0.0,0.0,0.0,0.0,96002880,144004320,0,0,0,0,0.0,vmlinux,_raw_spin_lock_irqsave,[Unknown],0xffffffffa8850390
__add_to_page_cache_locked,0.941342,,0.0,0.0,0.0,0.0,0.0,1200036000,864025920,0,0,0,0,8.000000,vmlinux,__add_to_page_cache_locked,[Unknown],0xffffffffa8004370
alloc_perturb,0.941342,0.0,0.0,0.0,0.0,0.0,0.0,14064421920,0,0,0,0,0,7.000000,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",0.941342,-0.0,0.0,0.0,0.0,0.0,0.0,480014400,0,0,0,0,0,20.000000,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43310b
mutex_unlock,0.889045,0.0,88.9,0.0,0.0,0.0,0.0,672020160,288008640,0,0,0,0,41.000000,vmlinux,mutex_unlock,[Unknown],0xffffffffa884c560
prep_new_page,0.862896,,0.0,0.0,0.0,0.0,0.0,48001440,336010080,0,0,0,0,0.0,vmlinux,prep_new_page,[Unknown],0xffffffffa800c730
mem_cgroup_throttle_swaprate,0.836748,,0.0,0.0,0.0,0.0,36.8,96002880,0,0,0,0,0,0.0,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffffa8069730
__lseek64,0.810600,50.8,97.0,0.0,0.0,0.0,0.0,672020160,0,0,0,0,0,0.0,libpthread-2.29.so,__lseek64,lseek64.c,0x13330
__update_load_avg_cfs_rq,0.810600,0.0,0.0,0.0,79.0,0.0,0.0,480014400,192005760,0,0,0,0,0.0,vmlinux,__update_load_avg_cfs_rq,[Unknown],0xffffffffa7ee7ca0
fput_many,0.810600,0.0,0.0,0.0,0.0,0.0,0.0,480014400,336010080,0,0,0,0,0.0,vmlinux,fput_many,[Unknown],0xffffffffa80b7d00
hrtimer_interrupt,0.810600,76.8,46.4,0.0,0.0,69.6,0.0,192005760,144004320,0,48003360,0,0,0.0,vmlinux,hrtimer_interrupt,[Unknown],0xffffffffa7f23c70
pci_conf1_read,0.810600,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pci_conf1_read,[Unknown],0xffffffffa869ae40
smp_apic_timer_interrupt,0.784451,-0.0,0.0,0.0,46.4,46.4,0.0,48001440,48001440,0,48003360,0,0,0.0,vmlinux,smp_apic_timer_interrupt,[Unknown],0xffffffffa8a024e0
__alloc_pages_nodemask,0.758303,20.0,53.3,0.0,0.0,0.0,0.0,1248037440,720021600,0,0,0,0,11.500000,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffffa8011a00
__libc_read,0.758303,0.0,0.0,0.0,0.0,0.0,0.0,0,96002880,0,0,0,0,0.0,libpthread-2.29.so,__libc_read,read.c,0x12d80
std::istream::seekg,0.758303,-0.0,0.0,0.0,0.0,0.0,0.0,672020160,288008640,0,0,0,0,7.000000,libstdc++.so.6.0.26,"std::istream::seekg(long, std::_Ios_Seekdir)",[Unknown],0x111960
update_rq_clock,0.758303,0.0,100.0,,46.4,,0.0,240007200,2976089280,0,0,0,0,7.000000,vmlinux,update_rq_clock,[Unknown],0xffffffffa7ec65c0
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",0.732155,-0.0,0.0,0.0,0.0,0.0,0.0,0,720021600,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41fa07
do_sched_yield,0.732155,-0.0,0.0,0.0,0.0,0.0,0.0,336010080,336010080,0,0,0,0,8.000000,vmlinux,do_sched_yield,[Unknown],0xffffffffa7ec82a0
mutex_lock,0.732155,,82.0,0.0,0.0,0.0,0.0,432012960,624018720,0,0,0,0,0.0,vmlinux,mutex_lock,[Unknown],0xffffffffa884d330
rcu_sched_clock_irq,0.732155,37.8,82.0,,27.3,,0.0,48001440,0,0,0,0,0,0.0,vmlinux,rcu_sched_clock_irq,[Unknown],0xffffffffa7f14a20
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",0.732155,0.0,0.0,0.0,0.0,0.0,0.0,16176485280,0,0,0,0,0,10.000000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41f9e0
sync_regs,0.732155,0.0,50.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,sync_regs,[Unknown],0xffffffffa7e2f3b0
"std::vector<double, std::allocator<double>>::_M_check_len",0.706006,-0.0,0.0,0.0,0.0,0.0,0.0,1968059040,1488044640,0,0,0,0,14.000000,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x4330ba
xas_start,0.706006,,0.0,0.0,0.0,0.0,0.0,720021600,960028800,0,0,0,0,10.500000,vmlinux,xas_start,[Unknown],0xffffffffa8839b10
new_sync_read,0.679858,-0.0,0.0,0.0,0.0,0.0,0.0,1008030240,576017280,0,0,0,0,6.500000,vmlinux,new_sync_read,[Unknown],0xffffffffa80b3920
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",0.679858,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43313d
"std::basic_filebuf<char, std::char_traits<char>>::seekoff",0.679858,,100.0,0.0,0.0,0.0,100.0,432012960,144004320,0,0,0,0,9.000000,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::seekoff(long, std::_Ios_Seekdir, std::_Ios_Openmode)",[Unknown],0x105120
copyout,0.653709,0.0,0.0,0.0,0.0,97.0,0.0,192005760,48001440,0,0,0,0,0.0,vmlinux,copyout,[Unknown],0xffffffffa82e76b0
fsnotify,0.653709,-0.0,0.0,0.0,0.0,0.0,0.0,480014400,432012960,0,0,0,0,7.000000,vmlinux,fsnotify,[Unknown],0xffffffffa8101c60
mem_cgroup_update_lru_size,0.653709,,0.0,0.0,0.0,0.0,0.0,336010080,144004320,0,0,0,0,7.000000,vmlinux,mem_cgroup_update_lru_size,[Unknown],0xffffffffa80a0c90
__ia32_sys_sched_yield,0.627561,0.0,50.8,0.0,0.0,0.0,0.0,96002880,480014400,0,0,0,0,8.000000,vmlinux,__ia32_sys_sched_yield,[Unknown],0xffffffffa7ec8310
account_entity_dequeue,0.627561,0.0,0.0,0.0,62.7,62.7,0.0,0,0,0,0,0,0,0.0,vmlinux,account_entity_dequeue,[Unknown],0xffffffffa7ed24f0
vfs_read,0.627561,0.0,0.0,0.0,0.0,0.0,0.0,432012960,720021600,0,0,0,0,0.0,vmlinux,vfs_read,[Unknown],0xffffffffa80b67d0
clear_buddies,0.601413,-0.0,0.0,0.0,0.0,0.0,0.0,1968059040,240007200,0,0,0,0,7.000000,vmlinux,clear_buddies,[Unknown],0xffffffffa7ece330
mem_cgroup_commit_charge,0.601413,-0.0,0.0,0.0,0.0,0.0,0.0,192005760,240007200,0,0,0,0,0.0,vmlinux,mem_cgroup_commit_charge,[Unknown],0xffffffffa80a2b30
__intel_avx_rep_memcpy,0.575264,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,__intel_avx_rep_memcpy,[Unknown],0x46fa80
__mod_zone_page_state,0.575264,,0.0,0.0,0.0,0.0,0.0,192005760,336010080,0,0,0,0,12.000000,vmlinux,__mod_zone_page_state,[Unknown],0xffffffffa802dc70
__update_load_avg_se,0.575264,0.0,0.0,0.0,0.0,0.0,0.0,192005760,336010080,0,0,0,0,0.0,vmlinux,__update_load_avg_se,[Unknown],0xffffffffa7ee7a00
kick_ilb,0.575264,100.0,34.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,kick_ilb,[Unknown],0xffffffffa7ece2a0
schedule,0.575264,0.0,0.0,0.0,0.0,0.0,0.0,768023040,432012960,0,0,0,0,8.250000,vmlinux,schedule,[Unknown],0xffffffffa884af40
"std::basic_filebuf<char, std::char_traits<char>>::_M_terminate_output",0.575264,,56.1,0.0,0.0,0.0,0.0,96002880,96002880,0,0,0,0,0.0,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::_M_terminate_output(void)",[Unknown],0x104c90
"std::basic_filebuf<char, std::char_traits<char>>::xsgetn",0.575264,,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::xsgetn(char*, long)",[Unknown],0x103bc0
"std::basic_streambuf<char, std::char_traits<char>>::xsgetn",0.575264,-0.0,0.0,,0.0,,0.0,240007200,288008640,0,0,0,0,8.000000,libstdc++.so.6.0.26,"std::basic_streambuf<char, std::char_traits<char>>::xsgetn(char*, long)",[Unknown],0x13cff0
__lru_cache_add,0.549116,0.0,100.0,0.0,0.0,0.0,0.0,1200036000,48001440,0,0,0,0,0.0,vmlinux,__lru_cache_add,[Unknown],0xffffffffa801aba0
tick_sched_do_timer,0.549116,0.0,0.0,71.1,0.0,100.0,0.0,96002880,0,0,48003360,0,0,7.000000,vmlinux,tick_sched_do_timer,[Unknown],0xffffffffa7f34820
__fsnotify_parent,0.522968,-0.0,0.0,0.0,0.0,0.0,0.0,720021600,0,0,0,0,0,7.666667,vmlinux,__fsnotify_parent,[Unknown],0xffffffffa8102140
__hrtimer_run_queues,0.522968,11.1,100.0,0.0,0.0,100.0,0.0,96002880,192005760,0,0,0,0,8.000000,vmlinux,__hrtimer_run_queues,[Unknown],0xffffffffa7f23490
down_read_trylock,0.522968,40.7,100.0,0.0,0.0,0.0,0.0,240007200,0,0,0,0,0,0.0,vmlinux,down_read_trylock,[Unknown],0xffffffffa7ef09f0
irq_enter,0.522968,100.0,100.0,0.0,100.0,88.9,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,irq_enter,[Unknown],0xffffffffa7e9d140
run_local_timers,0.522968,100.0,0.0,76.2,76.2,0.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,run_local_timers,[Unknown],0xffffffffa7f22820
__fdget_pos,0.496819,-0.0,0.0,0.0,0.0,0.0,0.0,240007200,144004320,0,0,0,0,7.000000,vmlinux,__fdget_pos,[Unknown],0xffffffffa80d8e20
calc_global_load_tick,0.496819,43.9,0.0,100.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,calc_global_load_tick,[Unknown],0xffffffffa7eccb40
rb_next,0.496819,49.2,0.0,0.0,0.0,50.8,0.0,48001440,0,0,0,0,0,0.0,vmlinux,rb_next,[Unknown],0xffffffffa88312d0
"std::basic_filebuf<char, std::char_traits<char>>::_M_seek",0.496819,0.0,0.0,0.0,0.0,0.0,0.0,48001440,192005760,0,0,0,0,9.000000,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::_M_seek(long, std::_Ios_Seekdir, __mbstate_t)",[Unknown],0x104df0
tick_sched_timer,0.496819,100.0,100.0,0.0,71.1,0.0,0.0,48001440,96002880,0,0,0,0,0.0,vmlinux,tick_sched_timer,[Unknown],0xffffffffa7f34880
common_file_perm,0.470671,0.0,0.0,,0.0,,0.0,144004320,192005760,0,0,0,0,0.0,vmlinux,common_file_perm,[Unknown],0xffffffffa826cf60
ext4_llseek,0.470671,0.0,0.0,0.0,0.0,0.0,0.0,144004320,144004320,0,0,0,0,0.0,vmlinux,ext4_llseek,[Unknown],0xffffffffa816a230
ksys_read,0.470671,,0.0,0.0,0.0,0.0,0.0,240007200,48001440,0,0,0,0,7.000000,vmlinux,ksys_read,[Unknown],0xffffffffa80b6b80
native_write_msr,0.470671,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,native_write_msr,[Unknown],0xffffffffa7e73f60
run_timer_softirq,0.470671,0.0,0.0,0.0,0.0,50.8,0.0,288008640,0,0,0,0,0,0.0,vmlinux,run_timer_softirq,[Unknown],0xffffffffa7f21380
activate_page,0.444522,-0.0,0.0,0.0,0.0,0.0,0.0,672020160,0,0,0,0,0,0.0,vmlinux,activate_page,[Unknown],0xffffffffa801acf0
native_apic_mem_write,0.444522,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,native_apic_mem_write,[Unknown],0xffffffffa7e69950
"std::_Vector_base<double, std::allocator<double>>::_M_deallocate",0.444522,0.0,0.0,41.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_deallocate(double*, unsigned long)",stl_vector.h,0x43f27e
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double>",0.444522,-0.0,0.0,0.0,0.0,0.0,0.0,1152034560,0,0,0,0,0,7.000000,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double&&)",stl_vector.h,0x4330ba
tick_program_event,0.444522,100.0,0.0,0.0,0.0,88.9,0.0,48001440,0,0,0,0,0,0.0,vmlinux,tick_program_event,[Unknown],0xffffffffa7f34060
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate",0.418374,-0.0,0.0,0.0,0.0,0.0,0.0,0,192005760,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::allocate(unsigned long, void const*)",new_allocator.h,0x43301f
handle_mm_fault,0.418374,-0.0,0.0,0.0,0.0,0.0,0.0,240007200,48001440,0,0,0,0,0.0,vmlinux,handle_mm_fault,[Unknown],0xffffffffa8049ab0
pagecache_get_page,0.418374,,0.0,0.0,0.0,0.0,0.0,0,528015840,0,0,0,0,7.000000,vmlinux,pagecache_get_page,[Unknown],0xffffffffa80047a0
rcu_irq_enter,0.418374,100.0,0.0,100.0,53.3,53.3,0.0,48001440,0,0,48003360,0,0,0.0,vmlinux,rcu_irq_enter,[Unknown],0xffffffffa7f14900
func@0x9680,0.392226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libittnotify_collector.so,func@0x9680,[Unknown],0x9680
page_counter_try_charge,0.392226,100.0,0.0,0.0,0.0,97.0,0.0,144004320,96002880,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffffa8099db0
psi_task_change,0.392226,0.0,0.0,,0.0,,0.0,144004320,96002880,0,0,0,0,0.0,vmlinux,psi_task_change,[Unknown],0xffffffffa7eefeb0
std::istream::sentry::sentry,0.392226,0.0,0.0,0.0,0.0,0.0,0.0,48001440,96002880,0,0,0,0,7.000000,libstdc++.so.6.0.26,"std::istream::sentry::sentry(std::istream&, bool)",[Unknown],0x1100f0
xas_store,0.392226,-0.0,0.0,0.0,0.0,0.0,0.0,576017280,816024480,0,0,0,0,8.500000,vmlinux,xas_store,[Unknown],0xffffffffa883b030
__fget_light,0.366077,0.0,0.0,0.0,0.0,0.0,0.0,48001440,96002880,0,0,0,0,9.000000,vmlinux,__fget_light,[Unknown],0xffffffffa80d7e50
_raw_spin_unlock_irqrestore,0.366077,,0.0,0.0,100.0,0.0,0.0,144004320,0,0,0,0,0,0.0,vmlinux,_raw_spin_unlock_irqrestore,[Unknown],0xffffffffa88501e0
ksys_lseek,0.366077,-0.0,0.0,0.0,0.0,0.0,0.0,0,96002880,0,0,0,0,0.0,vmlinux,ksys_lseek,[Unknown],0xffffffffa80b44a0
read_tsc,0.366077,0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,22.000000,vmlinux,read_tsc,[Unknown],0xffffffffa7e38db0
sched_clock_cpu,0.366077,0.0,0.0,82.0,0.0,0.0,0.0,240007200,48001440,0,0,0,0,23.750000,vmlinux,sched_clock_cpu,[Unknown],0xffffffffa7eccd50
timerqueue_del,0.366077,-0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,timerqueue_del,[Unknown],0xffffffffa8835040
__cgroup_account_cputime,0.339929,-0.0,0.0,0.0,0.0,0.0,0.0,672020160,0,0,0,0,0,7.333333,vmlinux,__cgroup_account_cputime,[Unknown],0xffffffffa7f51b20
"__gnu_cxx::new_allocator<double>::construct<double, double>",0.339929,-0.0,0.0,0.0,0.0,0.0,0.0,0,1200036000,0,0,0,0,0.0,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&)",new_allocator.h,0x433134
alloc_perturb,0.339929,0.0,0.0,0.0,0.0,0.0,0.0,4032120960,0,0,0,0,0,7.000000,libc-2.29.so,alloc_perturb,malloc.c,0x975ca
mem_cgroup_charge_statistics,0.339929,-0.0,0.0,0.0,0.0,0.0,0.0,480014400,480014400,0,0,0,0,7.000000,vmlinux,mem_cgroup_charge_statistics,[Unknown],0xffffffffa809bf80
security_file_permission,0.339929,-0.0,0.0,0.0,0.0,0.0,0.0,144004320,240007200,0,0,0,0,7.000000,vmlinux,security_file_permission,[Unknown],0xffffffffa821f040
__do_page_fault,0.313781,-0.0,0.0,0.0,0.0,0.0,0.0,144004320,192005760,0,0,0,0,7.000000,vmlinux,__do_page_fault,[Unknown],0xffffffffa7e7c190
__x64_sys_read,0.313781,0.0,100.0,0.0,0.0,0.0,0.0,96002880,192005760,0,0,0,0,7.000000,vmlinux,__x64_sys_read,[Unknown],0xffffffffa80b6c50
_raw_spin_trylock,0.313781,80.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,_raw_spin_trylock,[Unknown],0xffffffffa88501b0
intel_pstate_update_util_hwp,0.313781,0.0,0.0,,0.0,,0.0,0,0,0,0,0,0,0.0,vmlinux,intel_pstate_update_util_hwp,[Unknown],0xffffffffa866a160
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left",0.313781,0.0,0.0,,0.0,,0.0,4656139680,0,0,0,0,0,8.444444,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left(std::_Rb_tree_node_base*)",stl_tree.h,0x41fa46
__x86_indirect_thunk_rax,0.287632,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__x86_indirect_thunk_rax,[Unknown],0xffffffffa8c00ca0
alloc_pages_current,0.287632,-0.0,0.0,0.0,0.0,0.0,0.0,384011520,384011520,0,0,0,0,0.0,vmlinux,alloc_pages_current,[Unknown],0xffffffffa80742e0
alloc_perturb,0.287632,-0.0,0.0,0.0,0.0,0.0,0.0,480014400,0,0,0,0,0,0.0,libc-2.29.so,alloc_perturb,malloc.c,0x96dd6
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator==",0.287632,-0.0,0.0,100.0,0.0,0.0,0.0,864025920,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator==(std::_Rb_tree_iterator<std::pair<long const, long>> const&) const",stl_tree.h,0x42003b
"std::basic_filebuf<char, std::char_traits<char>>::underflow",0.287632,,0.0,,0.0,,0.0,96002880,96002880,0,0,0,0,8.000000,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::underflow(void)",[Unknown],0x103090
xas_create,0.287632,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,xas_create,[Unknown],0xffffffffa883ab10
__inc_numa_state,0.261484,-0.0,0.0,,0.0,,0.0,432012960,192005760,0,0,0,0,7.000000,vmlinux,__inc_numa_state,[Unknown],0xffffffffa802fe50
__pthread_disable_asynccancel,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,1152034560,0,0,0,0,0,0.0,libpthread-2.29.so,__pthread_disable_asynccancel,cancellation.S,0x12a40
__raw_spin_unlock_irq,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__raw_spin_unlock_irq,[Unknown],0xffffffffa7ec49c0
__zone_watermark_ok,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,768023040,48001440,0,0,0,0,7.000000,vmlinux,__zone_watermark_ok,[Unknown],0xffffffffa800f1f0
add_to_page_cache_lru,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,0,432012960,0,0,0,0,7.000000,vmlinux,add_to_page_cache_lru,[Unknown],0xffffffffa80046d0
alloc_perturb,0.261484,0.0,0.0,0.0,0.0,0.0,0.0,2928087840,0,0,0,0,0,9.666667,libc-2.29.so,alloc_perturb,malloc.c,0x97776
ext4_file_read_iter,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,528015840,384011520,0,0,0,0,0.0,vmlinux,ext4_file_read_iter,[Unknown],0xffffffffa816a680
lapic_next_deadline,0.261484,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,lapic_next_deadline,[Unknown],0xffffffffa7e62aa0
pagevec_lru_move_fn,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,144004320,576017280,0,0,0,0,6.666667,vmlinux,pagevec_lru_move_fn,[Unknown],0xffffffffa801aa40
rcu_note_context_switch,0.261484,-0.0,0.0,0.0,0.0,0.0,0.0,672020160,192005760,0,0,0,0,8.000000,vmlinux,rcu_note_context_switch,[Unknown],0xffffffffa7f12930
