Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
__memset_avx2_erms,6.537192,100.0,0.0,0.0,0.0,0.0,62.5,0,0,0,0,0,0,0.0,libc-2.29.so,__memset_avx2_erms,memset-vec-unaligned-erms.S,0x1894d0
account_user_time,6.537192,29.3,0.0,26.9,0.0,100.0,0.0,140004200,420012600,0,0,0,0,0.0,vmlinux,account_user_time,[Unknown],0xffffffffa7cccfa0
clear_subpage,6.362866,62.1,53.8,0.0,0.0,0.0,40.4,1120033600,700021000,0,0,0,0,14.000000,vmlinux,clear_subpage,[Unknown],0xffffffffa7e43800
trigger_load_balance,6.275704,,0.0,52.5,100.0,17.5,0.0,280008400,0,0,0,0,0,0.0,vmlinux,trigger_load_balance,[Unknown],0xffffffffa7cdb5d0
down_read_trylock,5.927054,100.0,100.0,30.4,0.0,0.0,0.0,420012600,280008400,0,0,0,0,0.0,vmlinux,down_read_trylock,[Unknown],0xffffffffa7cf09f0
ktime_get,5.578403,35.9,16.3,16.3,32.6,16.3,0.0,0,140004200,0,0,0,0,0.0,vmlinux,ktime_get,[Unknown],0xffffffffa7d25d90
get_page_from_freelist,5.229753,,0.0,46.7,0.0,31.1,0.0,5600168000,3640109200,0,0,0,0,16.000000,vmlinux,get_page_from_freelist,[Unknown],0xffffffffa7e0f520
__handle_mm_fault,5.142591,50.5,56.6,0.0,14.1,0.0,14.1,2940088200,1680050400,0,0,0,0,6.000000,vmlinux,__handle_mm_fault,[Unknown],0xffffffffa7e48830
llist_reverse_order,5.142591,,65.1,16.3,32.6,81.4,0.0,140004200,0,0,0,0,0,0.0,vmlinux,llist_reverse_order,[Unknown],0xffffffffa80ec4a0
ktime_get_update_offsets_now,5.055428,23.0,28.0,0.0,42.0,0.0,0.0,420012600,0,0,0,0,0,0.0,vmlinux,ktime_get_update_offsets_now,[Unknown],0xffffffffa7d26be0
get_mem_cgroup_from_mm,4.793940,76.4,47.2,0.0,0.0,0.0,15.7,280008400,0,0,0,0,0,0.0,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffffa7e9b5c0
tcache_get,4.793940,,0.0,0.0,0.0,18.2,0.0,1120033600,3360100800,0,0,0,0,16.000000,libc-2.29.so,tcache_get,malloc.c,0x98bd9
__gnu_cxx::new_allocator<unsigned int>::deallocate,4.532453,3.9,36.8,0.0,0.0,18.4,0.0,3360100800,2940088200,0,0,0,0,0.0,imm,"__gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long)",new_allocator.h,0x12d60
flush_smp_call_function_queue,4.532453,74.8,0.0,0.0,37.8,37.8,0.0,280008400,280008400,0,0,0,0,0.0,vmlinux,flush_smp_call_function_queue,[Unknown],0xffffffffa7d39e00
"__gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>",4.009477,-0.0,0.0,0.0,0.0,0.0,0.0,2100063000,0,0,0,0,0,7.055556,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>> const&)",stl_iterator.h,0xf46a
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+",3.835152,0.0,23.7,0.0,0.0,0.0,0.0,1260037800,0,0,0,0,0,7.000000,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+(long) const",stl_iterator.h,0xf495
_cond_resched,3.835152,90.7,18.7,0.0,0.0,0.0,74.7,140004200,420012600,0,0,0,0,0.0,vmlinux,_cond_resched,[Unknown],0xffffffffa864b1c0
operator delete,3.835152,0.0,26.4,0.0,0.0,26.4,0.0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,operator delete(void*),[Unknown],0xa3d60
std::_Bit_reference::operator=,3.660827,100.0,0.0,0.0,0.0,0.0,44.4,47461423800,65101953000,0,0,0,0,8.955882,imm,std::_Bit_reference::operator=(bool),stl_bvector.h,0x12bdc
mem_cgroup_try_charge_delay,3.573665,100.0,0.0,0.0,0.0,0.0,69.1,0,0,0,0,0,0,0.0,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffffa7ea2100
interrupt_entry,3.486502,8.7,30.4,0.0,60.9,30.4,0.0,280008400,1120033600,0,0,0,0,0.0,vmlinux,interrupt_entry,[Unknown],0xffffffffa8800880
pfn_pte,3.486502,,0.0,0.0,0.0,0.0,100.0,420012600,0,0,0,0,0,0.0,vmlinux,pfn_pte,[Unknown],0xffffffffa7e43530
rcu_all_qs,3.486502,,28.6,0.0,0.0,0.0,0.0,0,420012600,0,0,0,0,0.0,vmlinux,rcu_all_qs,[Unknown],0xffffffffa7d121e0
mem_cgroup_try_charge,3.399340,,23.0,0.0,0.0,0.0,100.0,280008400,560016800,0,0,0,0,14.000000,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffffa7ea1f70
run_local_timers,3.312177,62.3,100.0,0.0,95.9,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,run_local_timers,[Unknown],0xffffffffa7d22820
up_read,3.050689,78.1,87.5,0.0,0.0,0.0,0.0,700021000,140004200,0,0,0,0,0.0,vmlinux,up_read,[Unknown],0xffffffffa7cf0a70
mem_cgroup_throttle_swaprate,2.789202,0.0,0.0,0.0,0.0,0.0,0.0,280008400,280008400,0,0,0,0,0.0,vmlinux,mem_cgroup_throttle_swaprate,[Unknown],0xffffffffa7e69730
sync_regs,2.789202,0.0,38.9,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,sync_regs,[Unknown],0xffffffffa7c2f3b0
lru_cache_add_active_or_unevictable,2.614877,,56.0,0.0,0.0,0.0,0.0,420012600,0,0,0,0,0,0.0,vmlinux,lru_cache_add_active_or_unevictable,[Unknown],0xffffffffa7e1af60
rcu_irq_enter,2.614877,0.0,0.0,0.0,100.0,31.1,0.0,0,560016800,0,0,0,0,0.0,vmlinux,rcu_irq_enter,[Unknown],0xffffffffa7d14900
rcu_sched_clock_irq,2.614877,70.2,59.6,0.0,29.8,59.6,0.0,0,420012600,0,0,0,0,0.0,vmlinux,rcu_sched_clock_irq,[Unknown],0xffffffffa7d14a20
_raw_spin_lock_irqsave,2.527714,59.6,0.0,0.0,26.9,0.0,0.0,140004200,420012600,0,0,0,0,0.0,vmlinux,_raw_spin_lock_irqsave,[Unknown],0xffffffffa8650390
tcache_put,2.440552,-0.0,0.0,56.0,0.0,0.0,0.0,2100063000,3220096600,0,0,0,0,0.0,libc-2.29.so,tcache_put,malloc.c,0x95390
ksoftirqd_running,2.266226,17.6,82.4,0.0,100.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,ksoftirqd_running,[Unknown],0xffffffffa7c9c6e0
release_pages,2.179064,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,release_pages,[Unknown],0xffffffffa7e1a650
"std::__merge_sort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, long, __gnu_cxx::__ops::_Iter_less_iter>",2.179064,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"void std::__merge_sort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int*, long, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xf46a
__pagevec_lru_add_fn,2.091901,32.3,45.2,0.0,0.0,0.0,0.0,1680050400,1680050400,0,0,0,0,7.000000,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffffa7e1a370
hrtimer_interrupt,2.091901,,0.0,29.8,0.0,29.8,0.0,560016800,420012600,0,0,0,0,0.0,vmlinux,hrtimer_interrupt,[Unknown],0xffffffffa7d23c70
native_flush_tlb,2.091901,0.0,0.0,0.0,0.0,0.0,0.0,420012600,0,0,0,0,0,0.0,vmlinux,native_flush_tlb,[Unknown],0xffffffffa7c74070
prep_new_page,2.091901,,0.0,0.0,0.0,0.0,53.8,140004200,840025200,0,0,0,0,0.0,vmlinux,prep_new_page,[Unknown],0xffffffffa7e0c730
flush_tlb_func_remote,2.004739,,100.0,0.0,0.0,50.0,0.0,560016800,0,0,0,0,0,0.0,vmlinux,flush_tlb_func_remote,[Unknown],0xffffffffa7c84330
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator--",1.917576,,48.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator--(void)",stl_iterator.h,0xf3b1
llist_add_batch,1.917576,,100.0,0.0,87.5,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,llist_add_batch,[Unknown],0xffffffffa80ec440
rb_next,1.917576,100.0,77.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rb_next,[Unknown],0xffffffffa86312d0
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+",1.830414,0.0,0.0,38.9,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+(long) const",stl_iterator.h,0xf355
smp_call_function_many,1.568926,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,smp_call_function_many,[Unknown],0xffffffffa7d3a340
tick_program_event,1.568926,46.2,53.8,0.0,0.0,53.8,0.0,0,0,0,140009800,0,0,0.0,vmlinux,tick_program_event,[Unknown],0xffffffffa7d34060
update_cfs_group,1.568926,60.0,0.0,0.0,80.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,update_cfs_group,[Unknown],0xffffffffa7cd3380
__cgroup_account_cputime_field,1.481763,100.0,0.0,77.8,0.0,51.9,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__cgroup_account_cputime_field,[Unknown],0xffffffffa7d51b50
copy_page,1.481763,0.0,0.0,0.0,0.0,70.0,0.0,0,0,0,0,0,0,0.0,vmlinux,copy_page,[Unknown],0xffffffffa863c370
free_pcppages_bulk,1.481763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140009800,0,0.0,vmlinux,free_pcppages_bulk,[Unknown],0xffffffffa7e0d780
smp_apic_timer_interrupt,1.481763,-0.0,0.0,100.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,smp_apic_timer_interrupt,[Unknown],0xffffffffa88024e0
__update_load_avg_se,1.394601,0.0,0.0,0.0,0.0,66.7,0.0,1820054600,420012600,0,0,0,0,0.0,vmlinux,__update_load_avg_se,[Unknown],0xffffffffa7ce7a00
flush_tlb_func_common.constprop.9,1.394601,,87.5,0.0,0.0,0.0,0.0,280008400,140004200,0,0,0,0,0.0,vmlinux,flush_tlb_func_common.constprop.9,[Unknown],0xffffffffa7c84100
kick_ilb,1.394601,27.6,100.0,0.0,48.3,48.3,0.0,0,0,0,0,0,0,0.0,vmlinux,kick_ilb,[Unknown],0xffffffffa7cce2a0
__free_pages_ok,1.307438,100.0,53.8,0.0,0.0,53.8,0.0,280008400,140004200,0,0,0,0,0.0,vmlinux,__free_pages_ok,[Unknown],0xffffffffa7e0d480
__hrtimer_run_queues,1.307438,39.2,100.0,0.0,0.0,100.0,0.0,280008400,140004200,0,0,0,0,0.0,vmlinux,__hrtimer_run_queues,[Unknown],0xffffffffa7d23490
cpuacct_charge,1.307438,22.2,100.0,0.0,100.0,0.0,0.0,140004200,140004200,0,0,0,0,0.0,vmlinux,cpuacct_charge,[Unknown],0xffffffffa7cee270
irq_enter,1.307438,0.0,0.0,0.0,100.0,66.7,0.0,0,140004200,0,0,140009800,0,0.0,vmlinux,irq_enter,[Unknown],0xffffffffa7c9d140
native_sched_clock,1.307438,-0.0,0.0,0.0,100.0,100.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,native_sched_clock,[Unknown],0xffffffffa7c38f10
page_counter_try_charge,1.307438,100.0,100.0,0.0,0.0,53.8,0.0,0,0,0,0,0,0,0.0,vmlinux,page_counter_try_charge,[Unknown],0xffffffffa7e99db0
"std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_set_node",1.307438,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,140004200,0,0,0,0,0.0,imm,"std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_set_node(unsigned int**)",stl_deque.h,0x45135
update_min_vruntime,1.307438,0.0,0.0,66.7,0.0,100.0,0.0,140004200,0,0,0,0,0,7.000000,vmlinux,update_min_vruntime,[Unknown],0xffffffffa7ccde80
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+",1.133113,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator+(long) const",stl_iterator.h,0xf350
account_entity_dequeue,1.133113,0.0,0.0,0.0,0.0,51.9,0.0,140004200,140004200,0,0,0,0,0.0,vmlinux,account_entity_dequeue,[Unknown],0xffffffffa7cd24f0
hrtimer_active,1.133113,75.9,96.5,0.0,48.3,0.0,0.0,280008400,0,0,140009800,0,0,0.0,vmlinux,hrtimer_active,[Unknown],0xffffffffa7d22c80
idle_cpu,1.133113,,0.0,0.0,100.0,0.0,0.0,840025200,0,0,0,0,0,16.000000,vmlinux,idle_cpu,[Unknown],0xffffffffa7ccac40
__mod_node_page_state,1.045951,-0.0,0.0,0.0,0.0,66.7,0.0,420012600,280008400,0,0,0,0,9.000000,vmlinux,__mod_node_page_state,[Unknown],0xffffffffa7e2dcd0
__update_load_avg_cfs_rq,1.045951,41.7,0.0,0.0,0.0,77.8,0.0,560016800,280008400,140009800,0,140009800,0,0.0,vmlinux,__update_load_avg_cfs_rq,[Unknown],0xffffffffa7ce7ca0
cgroup_rstat_updated,1.045951,0.0,0.0,0.0,100.0,0.0,0.0,280008400,280008400,0,0,0,0,0.0,vmlinux,cgroup_rstat_updated,[Unknown],0xffffffffa7d515c0
func@0x967a0,1.045951,0.0,0.0,51.9,0.0,0.0,0.0,840025200,0,0,0,0,0,0.0,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
handle_mm_fault,1.045951,39.1,60.9,0.0,0.0,0.0,0.0,1120033600,700021000,0,0,0,0,7.000000,vmlinux,handle_mm_fault,[Unknown],0xffffffffa7e49ab0
psi_task_change,1.045951,0.0,100.0,0.0,0.0,100.0,0.0,140004200,0,0,0,0,0,14.000000,vmlinux,psi_task_change,[Unknown],0xffffffffa7cefeb0
read_tsc,1.045951,0.0,100.0,0.0,0.0,0.0,0.0,420012600,0,0,0,0,0,0.0,vmlinux,read_tsc,[Unknown],0xffffffffa7c38db0
"std::deque<unsigned int, std::allocator<unsigned int>>::_M_reserve_map_at_back",1.045951,-0.0,0.0,0.0,0.0,0.0,0.0,1540046200,0,0,0,0,0,7.000000,imm,"std::deque<unsigned int, std::allocator<unsigned int>>::_M_reserve_map_at_back(unsigned long)",stl_deque.h,0x450f4
_raw_spin_lock_irq,0.958788,100.0,100.0,0.0,0.0,0.0,0.0,420012600,140004200,0,0,0,0,0.0,vmlinux,_raw_spin_lock_irq,[Unknown],0xffffffffa8650590
unmap_page_range,0.958788,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,140009800,0,0.0,vmlinux,unmap_page_range,[Unknown],0xffffffffa7e45c80
__acct_update_integrals,0.871626,100.0,100.0,0.0,82.4,82.4,0.0,280008400,0,0,0,0,0,0.0,vmlinux,__acct_update_integrals,[Unknown],0xffffffffa7d7ef80
__alloc_pages_nodemask,0.871626,,0.0,77.8,0.0,0.0,0.0,840025200,840025200,0,0,0,0,20.000000,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffffa7e11a00
__do_page_fault,0.871626,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,1120033600,0,0,0,0,0.0,vmlinux,__do_page_fault,[Unknown],0xffffffffa7c7c190
__inc_numa_state,0.871626,100.0,87.5,0.0,0.0,0.0,0.0,420012600,560016800,0,0,0,0,0.0,vmlinux,__inc_numa_state,[Unknown],0xffffffffa7e2fe50
__schedule,0.871626,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__schedule,[Unknown],0xffffffffa864a700
calc_global_load_tick,0.871626,0.0,0.0,0.0,0.0,77.8,0.0,280008400,0,0,0,0,0,0.0,vmlinux,calc_global_load_tick,[Unknown],0xffffffffa7cccb40
find_vma,0.871626,22.2,100.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,find_vma,[Unknown],0xffffffffa7e4ec20
update_rq_clock,0.871626,-0.0,0.0,0.0,73.7,73.7,0.0,0,0,0,0,0,0,0.0,vmlinux,update_rq_clock,[Unknown],0xffffffffa7cc65c0
update_sd_lb_stats,0.871626,,0.0,0.0,0.0,100.0,0.0,420012600,140004200,0,0,0,0,68.000000,vmlinux,update_sd_lb_stats,[Unknown],0xffffffffa7cd8eb0
__do_softirq,0.784463,0.0,0.0,100.0,100.0,0.0,0.0,280008400,280008400,0,0,0,0,0.0,vmlinux,__do_softirq,[Unknown],0xffffffffa8a00000
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose",0.784463,0.0,0.0,0.0,0.0,0.0,0.0,1260037800,1260037800,0,0,0,0,0.0,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const",graph.h,0x41d20
tick_sched_do_timer,0.784463,-0.0,0.0,0.0,100.0,0.0,0.0,280008400,0,0,0,0,0,9.000000,vmlinux,tick_sched_do_timer,[Unknown],0xffffffffa7d34820
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator--",0.697300,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::operator--(void)",stl_iterator.h,0x1211c
error_entry,0.697300,0.0,0.0,0.0,0.0,0.0,0.0,0,280008400,0,0,0,0,0.0,vmlinux,error_entry,[Unknown],0xffffffffa8801210
kthread_blkcg,0.697300,58.8,82.4,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,kthread_blkcg,[Unknown],0xffffffffa7cbcd80
native_write_msr,0.697300,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,native_write_msr,[Unknown],0xffffffffa7c73f60
offset_il_node,0.697300,100.0,100.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,7.000000,vmlinux,offset_il_node,[Unknown],0xffffffffa7e760c0
pci_conf1_read,0.697300,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pci_conf1_read,[Unknown],0xffffffffa849ae40
perf_event_task_tick,0.697300,0.0,100.0,0.0,0.0,0.0,0.0,140004200,140004200,0,0,0,0,0.0,vmlinux,perf_event_task_tick,[Unknown],0xffffffffa7df19d0
rcu_core,0.697300,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,rcu_core,[Unknown],0xffffffffa7d140e0
run_posix_cpu_timers,0.697300,41.7,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,run_posix_cpu_timers,[Unknown],0xffffffffa7d2f810
__default_send_IPI_dest_field,0.610138,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__default_send_IPI_dest_field,[Unknown],0xffffffffa7c63f70
irq_work_run_list,0.610138,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,irq_work_run_list,[Unknown],0xffffffffa7dc1a60
native_flush_tlb_one_user,0.610138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,native_flush_tlb_one_user,[Unknown],0xffffffffa7c73e10
page_remove_rmap,0.610138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_remove_rmap,[Unknown],0xffffffffa7e59db0
run_timer_softirq,0.610138,-0.0,0.0,0.0,100.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,run_timer_softirq,[Unknown],0xffffffffa7d21380
tick_sched_timer,0.610138,-0.0,0.0,100.0,0.0,0.0,0.0,420012600,140004200,0,0,0,0,0.0,vmlinux,tick_sched_timer,[Unknown],0xffffffffa7d34880
__mod_zone_page_state,0.522975,,100.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,__mod_zone_page_state,[Unknown],0xffffffffa7e2dc70
intel_pstate_update_util_hwp,0.522975,0.0,0.0,0.0,0.0,100.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,intel_pstate_update_util_hwp,[Unknown],0xffffffffa846a160
mem_cgroup_page_lruvec,0.522975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,mem_cgroup_page_lruvec,[Unknown],0xffffffffa7ea0c40
pick_next_task_fair,0.522975,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pick_next_task_fair,[Unknown],0xffffffffa7cdac90
update_nohz_stats,0.522975,-0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,update_nohz_stats,[Unknown],0xffffffffa7cd2f70
xas_load,0.522975,0.0,0.0,0.0,0.0,100.0,0.0,140004200,0,0,0,0,0,7.000000,vmlinux,xas_load,[Unknown],0xffffffffa8639ba0
cpuacct_account_field,0.435813,0.0,100.0,0.0,100.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,cpuacct_account_field,[Unknown],0xffffffffa7cee2f0
default_send_IPI_mask_sequence_phys,0.435813,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140009800,0,0.0,vmlinux,default_send_IPI_mask_sequence_phys,[Unknown],0xffffffffa7c64030
do_swap_page,0.435813,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,do_swap_page,[Unknown],0xffffffffa7e47670
finish_task_switch,0.435813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,finish_task_switch,[Unknown],0xffffffffa7cc4db0
ksm_might_need_to_copy,0.435813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,ksm_might_need_to_copy,[Unknown],0xffffffffa7e7de70
pci_mmcfg_read,0.435813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pci_mmcfg_read,[Unknown],0xffffffffa849ab90
reweight_entity,0.435813,0.0,100.0,0.0,0.0,0.0,0.0,420012600,280008400,0,0,0,0,7.000000,vmlinux,reweight_entity,[Unknown],0xffffffffa7cd31d0
sched_clock_cpu,0.435813,100.0,100.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,sched_clock_cpu,[Unknown],0xffffffffa7cccd50
scheduler_tick,0.435813,,0.0,100.0,0.0,87.5,0.0,0,280008400,0,0,0,0,0.0,vmlinux,scheduler_tick,[Unknown],0xffffffffa7cca6f0
swapgs_restore_regs_and_return_to_usermode,0.435813,0.0,0.0,0.0,0.0,0.0,0.0,420012600,140004200,0,0,0,0,21.000000,vmlinux,swapgs_restore_regs_and_return_to_usermode,[Unknown],0xffffffffa8800974
try_to_wake_up,0.435813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,try_to_wake_up,[Unknown],0xffffffffa7cc8e70
__bitmap_weight,0.348650,-0.0,0.0,0.0,0.0,0.0,0.0,420012600,0,0,0,0,0,7.000000,vmlinux,__bitmap_weight,[Unknown],0xffffffffa80e4ac0
__gnu_cxx::new_allocator<unsigned int>::allocate,0.348650,-0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,imm,"__gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*)",new_allocator.h,0x45115
_raw_spin_trylock,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,_raw_spin_trylock,[Unknown],0xffffffffa86501b0
_raw_spin_unlock_irqrestore,0.348650,10.0,100.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,_raw_spin_unlock_irqrestore,[Unknown],0xffffffffa86501e0
add_to_swap_cache,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,add_to_swap_cache,[Unknown],0xffffffffa7e62850
alloc_page_interleave,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,24.000000,vmlinux,alloc_page_interleave,[Unknown],0xffffffffa7e73f50
find_next_bit,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,560016800,0,0,0,0,0,0.0,vmlinux,find_next_bit,[Unknown],0xffffffffa80ec360
free_pages_and_swap_cache,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_pages_and_swap_cache,[Unknown],0xffffffffa7e62ed0
free_unref_page_list,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_unref_page_list,[Unknown],0xffffffffa7e0f060
irq_exit,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,140004200,280008400,0,0,0,0,0.0,vmlinux,irq_exit,[Unknown],0xffffffffa7c9d190
lookup_swap_cache,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,lookup_swap_cache,[Unknown],0xffffffffa7e62f90
map_swap_entry,0.348650,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,map_swap_entry,[Unknown],0xffffffffa7e63eb0
mem_cgroup_charge_statistics,0.348650,0.0,0.0,100.0,0.0,0.0,0.0,280008400,420012600,0,0,0,0,0.0,vmlinux,mem_cgroup_charge_statistics,[Unknown],0xffffffffa7e9bf80
mem_cgroup_update_lru_size,0.348650,-0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,mem_cgroup_update_lru_size,[Unknown],0xffffffffa7ea0c90
prepend_name,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,prepend_name,[Unknown],0xffffffffa7eefd40
